capacity_scenario,strategy,session_key,session_id,site_id,arrival_time,departure_time,energy_requested_kwh,energy_delivered_kwh,unserved_energy_kwh,fully_served,max_charging_power_kw,session_source,scenario_type,average_delay_hours
capacity_p95,uncontrolled,11E_ROW_0002933,2_39_138_29_2018-05-11 03:24:32.727246,California_Garage_01,2020-07-31 01:24:33+00:00,2020-07-31 02:40:01+00:00,8.468,8.301333333333332,0.16666666666666785,False,6.6,real,synthetic_multisite_scenario,0.12108951707891635
capacity_p95,uncontrolled,11E_ROW_0002991,2_39_138_29_2018-05-12 02:28:00.164543,California_Garage_01,2020-08-01 00:28:00+00:00,2020-08-01 02:23:56+00:00,12.954,12.752666666666666,0.20133333333333425,False,6.6,real,synthetic_multisite_scenario,0.46375311481694464
capacity_p95,uncontrolled,11E_ROW_0003037,2_39_95_27_2018-05-13 16:14:10.861961,California_Garage_01,2020-08-02 14:14:11+00:00,2020-08-02 18:26:55+00:00,29.166,27.800666666666665,1.3653333333333357,False,6.6,real,synthetic_multisite_scenario,1.6140463524722295
capacity_p95,uncontrolled,11E_ROW_0003045,2_39_78_366_2018-05-13 21:15:04.108232,California_Garage_01,2020-08-02 19:15:04+00:00,2020-08-02 20:48:17+00:00,10.453,10.253833333333333,0.19916666666666671,False,6.6,real,synthetic_multisite_scenario,0.26685777857242193
capacity_p95,uncontrolled,11E_ROW_0003047,2_39_139_28_2018-05-13 22:04:57.684033,California_Garage_01,2020-08-02 20:04:58+00:00,2020-08-02 21:33:53+00:00,10.065,9.780833333333334,0.2841666666666658,False,6.6,real,synthetic_multisite_scenario,0.2982906383421848
capacity_p95,uncontrolled,11E_ROW_0003051,2_39_124_22_2018-05-14 00:03:19.946400,California_Garage_01,2020-08-02 22:03:20+00:00,2020-08-02 22:44:23+00:00,4.689,4.5155,0.17349999999999977,False,6.6,real,synthetic_multisite_scenario,-0.055555555555555546
capacity_p95,uncontrolled,11E_ROW_0003055,2_39_138_29_2018-05-14 02:48:54.222890,California_Garage_01,2020-08-03 00:48:54+00:00,2020-08-03 02:17:18+00:00,9.94,9.724,0.2159999999999993,False,6.6,real,synthetic_multisite_scenario,0.2551357466063348
capacity_p95,uncontrolled,11E_ROW_0003119,2_39_123_23_2018-05-15 02:43:19.308145,California_Garage_01,2020-08-04 00:43:19+00:00,2020-08-04 02:44:06+00:00,13.38,13.286166666666666,0.09383333333333432,False,6.6,real,synthetic_multisite_scenario,0.5050460343743771
capacity_p95,uncontrolled,11E_ROW_0003181,2_39_130_31_2018-05-16 03:25:13.589741,California_Garage_01,2020-08-05 01:25:14+00:00,2020-08-05 02:33:52+00:00,7.611,7.549666666666666,0.061333333333333684,False,6.6,real,synthetic_multisite_scenario,0.07288786357994707
capacity_p95,uncontrolled,11E_ROW_0003185,2_39_91_441_2018-05-16 05:29:03.763849,California_Garage_01,2020-08-05 03:29:04+00:00,2020-08-05 03:55:59+00:00,3.057,2.9608333333333334,0.09616666666666651,False,6.6,real,synthetic_multisite_scenario,-0.48444444444444446
capacity_p95,uncontrolled,11E_ROW_0003183,2_39_78_365_2018-05-16 04:04:20.440686,California_Garage_01,2020-08-05 02:04:20+00:00,2020-08-05 04:57:57+00:00,19.775,19.097833333333334,0.6771666666666647,False,6.6,real,synthetic_multisite_scenario,0.9409293569272448
capacity_p95,uncontrolled,11E_ROW_0003188,2_39_130_31_2018-05-16 12:54:55.438634,California_Garage_01,2020-08-05 10:54:55+00:00,2020-08-05 11:24:45+00:00,3.385,3.2816666666666663,0.1033333333333335,False,6.6,real,synthetic_multisite_scenario,-0.08566883923029177
capacity_p95,uncontrolled,11E_ROW_0003688,2_39_88_24_2018-05-24 02:34:10.827771,California_Garage_01,2020-08-13 00:34:11+00:00,2020-08-13 02:08:30+00:00,10.746,10.374833333333333,0.3711666666666673,False,6.6,real,synthetic_multisite_scenario,0.246676434784316
capacity_p95,uncontrolled,11E_ROW_0003766,2_39_127_19_2018-05-25 03:13:57.956808,California_Garage_01,2020-08-14 01:13:58+00:00,2020-08-14 02:34:10+00:00,8.872,8.822,0.05000000000000071,True,6.6,real,synthetic_multisite_scenario,0.1932405098365198
capacity_p95,uncontrolled,11E_ROW_0003854,2_39_88_24_2018-05-26 16:10:33.580111,California_Garage_01,2020-08-15 14:10:34+00:00,2020-08-15 15:15:07+00:00,7.285,7.100499999999999,0.18450000000000077,False,6.6,real,synthetic_multisite_scenario,0.05807427489456928
capacity_p95,uncontrolled,11E_ROW_0003912,2_39_89_25_2018-05-28 22:25:21.148684,California_Garage_01,2020-08-17 20:25:21+00:00,2020-08-17 21:10:44+00:00,5.1,4.992166666666666,0.10783333333333367,False,6.6,real,synthetic_multisite_scenario,-0.1859961439588689
capacity_p95,uncontrolled,11E_ROW_0003914,2_39_79_382_2018-05-29 02:06:08.390340,California_Garage_01,2020-08-18 00:06:08+00:00,2020-08-18 02:33:15+00:00,16.318,16.18283333333333,0.1351666666666702,False,6.6,real,synthetic_multisite_scenario,0.7576395654746172
capacity_p95,uncontrolled,11E_ROW_0004141,2_39_129_17_2018-06-01 13:11:17.988136,California_Garage_01,2020-08-21 11:11:18+00:00,2020-08-21 13:04:35+00:00,12.56,12.461166666666665,0.0988333333333351,False,6.6,real,synthetic_multisite_scenario,0.4222301505566181
capacity_p95,uncontrolled,11E_ROW_0004219,2_39_124_22_2018-06-02 20:47:02.747437,California_Garage_01,2020-08-22 18:47:03+00:00,2020-08-22 20:03:53+00:00,8.768,8.451666666666666,0.31633333333333447,False,6.6,real,synthetic_multisite_scenario,0.09782899493853942
capacity_p95,uncontrolled,11E_ROW_0004265,2_39_92_436_2018-06-03 23:13:37.579905,California_Garage_01,2020-08-23 21:13:38+00:00,2020-08-24 00:31:43+00:00,22.929,21.789166666666667,1.139833333333332,False,6.6,real,synthetic_multisite_scenario,1.1618396204365915
capacity_p95,uncontrolled,11E_ROW_0004411,2_39_126_20_2018-06-06 03:17:31.985328,California_Garage_01,2020-08-26 01:17:32+00:00,2020-08-26 02:32:16+00:00,8.303,8.220666666666666,0.08233333333333448,False,6.6,real,synthetic_multisite_scenario,0.13953513727822375
capacity_p95,uncontrolled,11E_ROW_0004404,2_39_79_380_2018-06-06 01:51:18.360172,California_Garage_01,2020-08-25 23:51:18+00:00,2020-08-26 03:14:51+00:00,22.756,22.3905,0.3655000000000008,False,6.6,real,synthetic_multisite_scenario,1.205427413411938
capacity_p95,uncontrolled,11E_ROW_0005916,2_39_90_26_2018-06-29 23:43:04.880312,California_Garage_01,2020-09-18 21:43:05+00:00,2020-09-18 23:18:05+00:00,10.531,10.45,0.0810000000000013,False,6.6,real,synthetic_multisite_scenario,0.29422514619883045
capacity_p95,uncontrolled,11E_ROW_0005935,2_39_130_31_2018-06-30 15:26:45.788963,California_Garage_01,2020-09-19 13:26:46+00:00,2020-09-19 14:47:37+00:00,8.985,8.8935,0.09149999999999991,False,6.6,real,synthetic_multisite_scenario,0.14283962069676356
capacity_p95,uncontrolled,11E_ROW_0005961,2_39_123_23_2018-07-01 03:42:36.772878,California_Garage_01,2020-09-20 01:42:37+00:00,2020-09-20 02:22:48+00:00,4.51,4.420166666666667,0.08983333333333299,False,6.6,real,synthetic_multisite_scenario,-0.14287835844969812
capacity_p95,uncontrolled,11E_ROW_0005970,2_39_125_21_2018-07-01 14:41:36.676745,California_Garage_01,2020-09-20 12:41:37+00:00,2020-09-20 13:39:32+00:00,6.529,6.370833333333334,0.15816666666666634,False,6.6,real,synthetic_multisite_scenario,-0.011021183053557149
capacity_p95,uncontrolled,11E_ROW_0005979,2_39_79_376_2018-07-01 17:54:46.804794,California_Garage_01,2020-09-20 15:54:47+00:00,2020-09-20 17:53:51+00:00,13.811,13.097333333333331,0.7136666666666684,False,6.6,real,synthetic_multisite_scenario,0.4953990917008835
capacity_p95,uncontrolled,11E_ROW_0005989,2_39_79_376_2018-07-01 20:35:10.129508,California_Garage_01,2020-09-20 18:35:10+00:00,2020-09-20 19:49:30+00:00,8.32,8.176666666666666,0.14333333333333442,False,6.6,real,synthetic_multisite_scenario,0.07980817140009962
capacity_p95,uncontrolled,11E_ROW_0006065,2_39_95_27_2018-07-03 01:37:48.503221,California_Garage_01,2020-09-21 23:37:48+00:00,2020-09-22 00:42:30+00:00,7.367,7.116999999999999,0.2500000000000009,False,6.6,real,synthetic_multisite_scenario,0.026877897990726426
capacity_p95,uncontrolled,11E_ROW_0006072,2_39_78_366_2018-07-03 02:43:46.353151,California_Garage_01,2020-09-22 00:43:46+00:00,2020-09-22 02:57:49+00:00,14.959,14.745499999999998,0.21350000000000158,False,6.6,real,synthetic_multisite_scenario,0.5807631895229807
capacity_p95,uncontrolled,11E_ROW_0006145,2_39_131_30_2018-07-04 19:11:00.774795,California_Garage_01,2020-09-23 17:11:01+00:00,2020-09-23 18:25:45+00:00,8.32,8.220666666666666,0.09933333333333394,False,6.6,real,synthetic_multisite_scenario,0.16094731886212704
capacity_p95,uncontrolled,11E_ROW_0006228,2_39_79_382_2018-07-06 03:47:31.854194,California_Garage_01,2020-09-25 01:47:32+00:00,2020-09-25 03:10:49+00:00,9.246,9.161166666666666,0.08483333333333398,False,6.6,real,synthetic_multisite_scenario,0.1879658906454984
capacity_p95,uncontrolled,11E_ROW_0006334,2_39_78_367_2018-07-08 01:13:25.415736,California_Garage_01,2020-09-26 23:13:25+00:00,2020-09-27 02:04:31+00:00,19.121,18.820999999999998,0.3000000000000007,False,6.6,real,synthetic_multisite_scenario,0.9075987077082929
capacity_p95,uncontrolled,11E_ROW_0006345,2_39_125_21_2018-07-08 15:33:48.292071,California_Garage_01,2020-09-27 13:33:48+00:00,2020-09-27 14:38:25+00:00,7.168,7.107833333333333,0.06016666666666737,False,6.6,real,synthetic_multisite_scenario,0.031198521193362555
capacity_p95,uncontrolled,11E_ROW_0006626,2_39_128_18_2018-07-12 12:54:06.090544,California_Garage_01,2020-10-01 10:54:06+00:00,2020-10-01 11:29:02+00:00,3.971,3.8426666666666662,0.12833333333333385,False,6.6,real,synthetic_multisite_scenario,-0.07055979643765904
capacity_p95,uncontrolled,11E_ROW_0006804,2_39_89_25_2018-07-14 23:18:07.579910,California_Garage_01,2020-10-03 21:18:08+00:00,2020-10-04 01:29:17+00:00,27.86,27.626499999999997,0.23350000000000293,False,6.6,real,synthetic_multisite_scenario,1.5975720574247352
capacity_p95,uncontrolled,11E_ROW_0006812,2_39_79_381_2018-07-15 03:02:03.139252,California_Garage_01,2020-10-04 01:02:03+00:00,2020-10-04 01:56:26+00:00,6.124,5.982166666666666,0.14183333333333348,False,6.6,real,synthetic_multisite_scenario,-0.034166666666666665
capacity_p95,uncontrolled,11E_ROW_0006828,2_39_92_436_2018-07-15 17:45:58.065452,California_Garage_01,2020-10-04 15:45:58+00:00,2020-10-04 16:52:45+00:00,7.418,7.346166666666666,0.07183333333333408,False,6.6,real,synthetic_multisite_scenario,0.023756620358816503
capacity_p95,uncontrolled,11E_ROW_0006826,2_39_89_25_2018-07-15 17:17:05.244893,California_Garage_01,2020-10-04 15:17:05+00:00,2020-10-04 17:34:06+00:00,15.33,15.071833333333332,0.25816666666666777,False,6.6,real,synthetic_multisite_scenario,0.6509303747854411
capacity_p95,uncontrolled,11E_ROW_0006840,2_39_88_24_2018-07-15 20:57:15.105161,California_Garage_01,2020-10-04 18:57:15+00:00,2020-10-04 20:10:25+00:00,8.155,8.048333333333334,0.10666666666666558,False,6.6,real,synthetic_multisite_scenario,0.15061693242217158
capacity_p95,uncontrolled,11E_ROW_0006907,2_39_88_24_2018-07-16 18:50:41.478130,California_Garage_01,2020-10-05 16:50:41+00:00,2020-10-05 17:34:18+00:00,4.918,4.797833333333333,0.12016666666666698,False,6.6,real,synthetic_multisite_scenario,-0.05832558485118669
capacity_p95,uncontrolled,11E_ROW_0006989,2_39_95_444_2018-07-17 22:57:58.570457,California_Garage_01,2020-10-06 20:57:59+00:00,2020-10-06 22:53:58+00:00,12.879,12.758166666666668,0.1208333333333318,False,6.6,real,synthetic_multisite_scenario,0.48152029346489755
capacity_p95,uncontrolled,11E_ROW_0007173,2_39_78_366_2018-07-20 02:57:14.382879,California_Garage_01,2020-10-09 00:57:14+00:00,2020-10-09 03:37:37+00:00,18.185,17.642166666666665,0.5428333333333342,False,6.6,real,synthetic_multisite_scenario,0.8720489683281952
capacity_p95,uncontrolled,11E_ROW_0007182,2_39_128_18_2018-07-20 11:37:38.853867,California_Garage_01,2020-10-09 09:37:39+00:00,2020-10-09 10:07:36+00:00,3.414,3.2945,0.11949999999999994,False,6.6,real,synthetic_multisite_scenario,-0.3737437395659432
capacity_p95,uncontrolled,11E_ROW_0007250,2_39_89_25_2018-07-21 02:40:43.794589,California_Garage_01,2020-10-10 00:40:44+00:00,2020-10-10 03:03:04+00:00,15.725,15.656666666666666,0.06833333333333336,False,6.6,real,synthetic_multisite_scenario,0.6503851157949518
capacity_p95,uncontrolled,11E_ROW_0007325,2_39_95_27_2018-07-22 20:08:23.421789,California_Garage_01,2020-10-11 18:08:23+00:00,2020-10-11 19:23:47+00:00,8.424,8.294,0.129999999999999,False,6.6,real,synthetic_multisite_scenario,0.17570660182729145
capacity_p95,uncontrolled,11E_ROW_0007508,2_39_126_20_2018-07-25 12:01:13.483174,California_Garage_01,2020-10-14 10:01:13+00:00,2020-10-14 10:27:02+00:00,2.926,2.839833333333333,0.08616666666666717,False,6.6,real,synthetic_multisite_scenario,-0.020277777777777777
capacity_p95,uncontrolled,11E_ROW_0007580,2_39_130_31_2018-07-26 04:19:49.625599,California_Garage_01,2020-10-15 02:19:50+00:00,2020-10-15 04:17:36+00:00,13.088,12.954333333333333,0.1336666666666666,False,6.6,real,synthetic_multisite_scenario,0.47782259332641447
capacity_p95,uncontrolled,11E_ROW_0007757,2_39_88_24_2018-07-28 15:26:00.185245,California_Garage_01,2020-10-17 13:26:00+00:00,2020-10-17 16:51:39+00:00,22.825,22.621499999999997,0.2035000000000018,False,6.6,real,synthetic_multisite_scenario,1.1954048140043765
capacity_p95,uncontrolled,11E_ROW_0007809,2_39_95_27_2018-07-29 15:40:36.746062,California_Garage_01,2020-10-18 13:40:37+00:00,2020-10-18 15:15:31+00:00,10.692,10.439,0.2530000000000001,False,6.6,real,synthetic_multisite_scenario,0.282310912071186
capacity_p95,uncontrolled,11E_ROW_0007840,2_39_129_17_2018-07-30 01:27:31.074031,California_Garage_01,2020-10-18 23:27:31+00:00,2020-10-19 00:15:08+00:00,5.293,5.237833333333334,0.055166666666666586,False,6.6,real,synthetic_multisite_scenario,-0.14079522031657138
capacity_p95,uncontrolled,11E_ROW_0007835,2_39_90_26_2018-07-30 00:55:08.540957,California_Garage_01,2020-10-18 22:55:09+00:00,2020-10-19 01:43:29+00:00,18.651,18.516666666666666,0.13433333333333408,False,6.6,real,synthetic_multisite_scenario,0.9250907590759077
capacity_p95,uncontrolled,11E_ROW_0007841,2_39_88_24_2018-07-30 01:33:39.824984,California_Garage_01,2020-10-18 23:33:40+00:00,2020-10-19 03:01:40+00:00,23.181,22.88,0.30100000000000193,False,6.6,real,synthetic_multisite_scenario,1.2017094017094017
capacity_p95,uncontrolled,11E_ROW_0008360,2_39_92_436_2018-08-06 05:54:11.226884,California_Garage_01,2020-10-26 03:54:11+00:00,2020-10-26 05:17:44+00:00,9.316,9.1905,0.1255000000000006,False,6.6,real,synthetic_multisite_scenario,0.2395736086175943
capacity_p95,uncontrolled,11E_ROW_0008829,2_39_83_387_2018-08-13 00:20:13.048423,California_Garage_01,2020-11-01 22:20:13+00:00,2020-11-01 23:28:31+00:00,7.624,7.513,0.11099999999999977,False,6.6,real,synthetic_multisite_scenario,0.08057629738083613
capacity_p95,uncontrolled,11E_ROW_0009337,2_39_95_27_2018-08-19 02:55:42.682130,California_Garage_01,2020-11-08 00:55:43+00:00,2020-11-08 02:33:26+00:00,10.839,10.748833333333334,0.09016666666666673,False,6.6,real,synthetic_multisite_scenario,0.36970033354179693
capacity_p95,uncontrolled,11E_ROW_0009397,2_39_88_24_2018-08-20 05:30:13.454074,California_Garage_01,2020-11-09 03:30:13+00:00,2020-11-09 04:42:32+00:00,8.172,7.954833333333333,0.2171666666666674,False,6.6,real,synthetic_multisite_scenario,0.08454284141251184
capacity_p95,uncontrolled,11E_ROW_0009654,2_39_124_22_2018-08-23 12:30:16.737762,California_Garage_01,2020-11-12 10:30:17+00:00,2020-11-12 11:02:47+00:00,3.633,3.5749999999999997,0.058000000000000274,False,6.6,real,synthetic_multisite_scenario,-0.4190811965811966
capacity_p95,uncontrolled,11E_ROW_0009813,2_39_124_22_2018-08-25 11:32:49.036234,California_Garage_01,2020-11-14 09:32:49+00:00,2020-11-14 10:07:22+00:00,3.937,3.8005,0.13649999999999984,False,6.6,real,synthetic_multisite_scenario,-0.3337268853513427
capacity_p95,uncontrolled,11E_ROW_0010089,2_39_127_19_2018-08-29 03:27:55.622163,California_Garage_01,2020-11-18 01:27:56+00:00,2020-11-18 02:45:53+00:00,8.707,8.5745,0.13250000000000028,False,6.6,real,synthetic_multisite_scenario,0.1230696315301832
capacity_p95,uncontrolled,11E_ROW_0010367,2_39_124_22_2018-09-01 05:31:20.652188,California_Garage_01,2020-11-21 03:31:21+00:00,2020-11-21 04:16:24+00:00,5.185,4.955499999999999,0.2295000000000007,False,6.6,real,synthetic_multisite_scenario,-0.15846004439511652
capacity_p95,uncontrolled,11E_ROW_0010379,2_39_138_29_2018-09-01 15:31:50.661778,California_Garage_01,2020-11-21 13:31:51+00:00,2020-11-21 14:58:32+00:00,9.756,9.535166666666665,0.220833333333335,False,6.6,real,synthetic_multisite_scenario,0.14442142536691666
capacity_p95,uncontrolled,11E_ROW_0010389,2_39_130_31_2018-09-01 17:54:15.342053,California_Garage_01,2020-11-21 15:54:15+00:00,2020-11-21 16:57:22+00:00,7.138,6.942833333333334,0.19516666666666627,False,6.6,real,synthetic_multisite_scenario,0.0047321978699058215
capacity_p95,uncontrolled,11E_ROW_0010396,2_39_123_557_2018-09-01 20:46:25.431303,California_Garage_01,2020-11-21 18:46:25+00:00,2020-11-21 20:45:07+00:00,13.469,13.056999999999999,0.4120000000000008,False,6.6,real,synthetic_multisite_scenario,0.4920446035757747
capacity_p95,uncontrolled,11E_ROW_0010399,2_39_126_20_2018-09-01 21:35:37.260385,California_Garage_01,2020-11-21 19:35:37+00:00,2020-11-21 21:00:17+00:00,9.501,9.313333333333334,0.1876666666666651,False,6.6,real,synthetic_multisite_scenario,0.12174321959755031
capacity_p95,uncontrolled,11E_ROW_0010416,2_39_130_31_2018-09-02 14:20:22.840183,California_Garage_01,2020-11-22 12:20:23+00:00,2020-11-22 13:20:27+00:00,6.668,6.607333333333333,0.06066666666666709,False,6.6,real,synthetic_multisite_scenario,0.000732827722283911
capacity_p95,uncontrolled,11E_ROW_0010426,2_39_127_19_2018-09-02 19:30:23.614043,California_Garage_01,2020-11-22 17:30:24+00:00,2020-11-22 18:54:52+00:00,9.548,9.291333333333332,0.2566666666666677,False,6.6,real,synthetic_multisite_scenario,0.14289923704288346
capacity_p95,uncontrolled,11E_ROW_0010449,2_39_139_28_2018-09-02 23:44:13.804549,California_Garage_01,2020-11-22 21:44:14+00:00,2020-11-22 23:37:43+00:00,12.578,12.483166666666666,0.09483333333333377,False,6.6,real,synthetic_multisite_scenario,0.45619825068128783
capacity_p95,uncontrolled,11E_ROW_0010454,2_39_83_387_2018-09-03 02:36:34.897509,California_Garage_01,2020-11-23 00:36:35+00:00,2020-11-23 01:34:31+00:00,6.569,6.3726666666666665,0.19633333333333347,False,6.6,real,synthetic_multisite_scenario,-0.013922452371819485
capacity_p95,uncontrolled,11E_ROW_0010456,2_39_127_19_2018-09-03 02:54:07.665379,California_Garage_01,2020-11-23 00:54:08+00:00,2020-11-23 02:02:18+00:00,7.64,7.498333333333333,0.1416666666666666,False,6.6,real,synthetic_multisite_scenario,0.04545503939146969
capacity_p95,uncontrolled,11E_ROW_0010466,2_39_139_28_2018-09-03 17:56:07.596250,California_Garage_01,2020-11-23 15:56:08+00:00,2020-11-23 17:14:25+00:00,8.877,8.611166666666666,0.2658333333333349,False,6.6,real,synthetic_multisite_scenario,0.19921131691623495
