site_id,synthetic_session_id,adjustment_type,original_energy_kwh,final_energy_kwh,final_dwell_hours
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000147,increased_dwell_to_make_energy_feasible,4.912,3.891,0.5895454545454546
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000151,increased_dwell_to_make_energy_feasible,3.012,13.912,2.107878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000157,increased_dwell_to_make_energy_feasible,8.915,25.573,3.87469696969697
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000158,increased_dwell_to_make_energy_feasible,13.917,4.471,0.6774242424242425
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000164,increased_dwell_to_make_energy_feasible,6.269,13.513,2.0474242424242424
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000166,increased_dwell_to_make_energy_feasible,8.417,7.676,1.163030303030303
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000169,increased_dwell_to_make_energy_feasible,2.691,9.477,1.435909090909091
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000182,increased_dwell_to_make_energy_feasible,1.845905017920892,16.706,2.5312121212121212
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000184,increased_dwell_to_make_energy_feasible,7.312,6.402,0.9700000000000001
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000210,increased_dwell_to_make_energy_feasible,6.1,6.609,1.0013636363636365
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000220,increased_dwell_to_make_energy_feasible,7.288,13.899,2.105909090909091
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000234,increased_dwell_to_make_energy_feasible,7.396,14.937,2.263181818181818
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000239,increased_dwell_to_make_energy_feasible,13.88,16.16,2.4484848484848487
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000250,increased_dwell_to_make_energy_feasible,13.927,13.262,2.0093939393939397
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000257,increased_dwell_to_make_energy_feasible,13.916,13.720932499999998,2.0789291666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000265,increased_dwell_to_make_energy_feasible,1.715,23.00731888888889,3.485957407407408
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000268,increased_dwell_to_make_energy_feasible,1.61,13.879,2.102878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000274,increased_dwell_to_make_energy_feasible,2.498,13.259,2.0089393939393942
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000278,increased_dwell_to_make_energy_feasible,11.105,13.986,2.119090909090909
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000282,increased_dwell_to_make_energy_feasible,5.837,12.714,1.9263636363636365
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000286,increased_dwell_to_make_energy_feasible,3.293,6.563,0.9943939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000293,increased_dwell_to_make_energy_feasible,13.678,4.263,0.6459090909090909
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000300,increased_dwell_to_make_energy_feasible,3.051,26.378,3.996666666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000301,increased_dwell_to_make_energy_feasible,13.756,16.514,2.502121212121212
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000305,increased_dwell_to_make_energy_feasible,10.694,12.557,1.9025757575757578
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000323,increased_dwell_to_make_energy_feasible,7.26896505376132,21.543,3.264090909090909
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000326,increased_dwell_to_make_energy_feasible,13.183,13.2,2.0
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000333,increased_dwell_to_make_energy_feasible,10.815,8.595,1.3022727272727275
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000334,increased_dwell_to_make_energy_feasible,13.941,13.197,1.9995454545454545
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000341,increased_dwell_to_make_energy_feasible,1.313,10.426,1.5796969696969698
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000344,increased_dwell_to_make_energy_feasible,3.388,10.298,1.5603030303030303
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000345,increased_dwell_to_make_energy_feasible,1.36,11.133,1.6868181818181818
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000351,increased_dwell_to_make_energy_feasible,1.983,4.493,0.6807575757575759
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000355,increased_dwell_to_make_energy_feasible,8.596,13.009,1.9710606060606062
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000357,increased_dwell_to_make_energy_feasible,5.924,20.65,3.128787878787879
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000359,increased_dwell_to_make_energy_feasible,4.277,13.874,2.1021212121212125
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000366,increased_dwell_to_make_energy_feasible,13.88,4.918,0.7451515151515152
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000376,increased_dwell_to_make_energy_feasible,22.756,9.105,1.3795454545454546
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000386,increased_dwell_to_make_energy_feasible,0.915,13.277,2.0116666666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000391,increased_dwell_to_make_energy_feasible,5.304,11.806,1.7887878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000406,increased_dwell_to_make_energy_feasible,4.712,16.661,2.52439393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000410,increased_dwell_to_make_energy_feasible,13.794,12.37,1.8742424242424243
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000414,increased_dwell_to_make_energy_feasible,0.987,5.922,0.8972727272727272
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000418,increased_dwell_to_make_energy_feasible,2.988,7.884,1.1945454545454546
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000429,increased_dwell_to_make_energy_feasible,13.897,13.92,2.1090909090909093
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000445,increased_dwell_to_make_energy_feasible,13.92,12.95,1.9621212121212122
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000447,increased_dwell_to_make_energy_feasible,2.187,13.946,2.1130303030303033
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000455,increased_dwell_to_make_energy_feasible,5.179,25.901,3.9243939393939398
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000459,increased_dwell_to_make_energy_feasible,8.12,39.829,6.03469696969697
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000461,increased_dwell_to_make_energy_feasible,2.798,13.894,2.1051515151515154
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000462,increased_dwell_to_make_energy_feasible,4.992,27.014,4.093030303030303
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000467,increased_dwell_to_make_energy_feasible,13.927,13.874,2.1021212121212125
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000468,increased_dwell_to_make_energy_feasible,11.784,7.319,1.108939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000471,increased_dwell_to_make_energy_feasible,13.858,6.964,1.0551515151515152
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000484,increased_dwell_to_make_energy_feasible,13.896,5.466,0.8281818181818182
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000487,increased_dwell_to_make_energy_feasible,7.226,10.541,1.5971212121212122
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000505,increased_dwell_to_make_energy_feasible,8.375,13.792340833333334,2.089748611111111
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000512,increased_dwell_to_make_energy_feasible,3.72,13.905,2.106818181818182
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000520,increased_dwell_to_make_energy_feasible,13.938,2.429,0.36803030303030304
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000526,increased_dwell_to_make_energy_feasible,12.197,15.998,2.423939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000548,increased_dwell_to_make_energy_feasible,12.411,3.2,0.4848484848484849
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000552,increased_dwell_to_make_energy_feasible,0.857,13.902,2.1063636363636364
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000554,increased_dwell_to_make_energy_feasible,0.523,6.093,0.9231818181818182
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000558,increased_dwell_to_make_energy_feasible,2.044121863798499,7.947,1.204090909090909
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000566,increased_dwell_to_make_energy_feasible,0.933,13.23,2.004545454545455
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000571,increased_dwell_to_make_energy_feasible,14.253,8.992,1.3624242424242425
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000572,increased_dwell_to_make_energy_feasible,5.654,12.552,1.9018181818181819
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000574,increased_dwell_to_make_energy_feasible,5.591,13.916,2.108484848484849
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000585,increased_dwell_to_make_energy_feasible,16.963,13.451,2.038030303030303
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000587,increased_dwell_to_make_energy_feasible,4.827,32.912,4.986666666666666
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000592,increased_dwell_to_make_energy_feasible,9.441,13.893,2.1050000000000004
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000596,increased_dwell_to_make_energy_feasible,4.898143667860633,7.216,1.0933333333333335
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000610,increased_dwell_to_make_energy_feasible,2.812,13.45,2.037878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000618,increased_dwell_to_make_energy_feasible,1.511,13.91,2.107575757575758
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000619,increased_dwell_to_make_energy_feasible,2.284,12.395,1.8780303030303032
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000634,increased_dwell_to_make_energy_feasible,13.927,11.67,1.7681818181818183
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000635,increased_dwell_to_make_energy_feasible,8.478,6.378,0.9663636363636364
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000639,increased_dwell_to_make_energy_feasible,5.235,5.98,0.9060606060606061
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000645,increased_dwell_to_make_energy_feasible,4.673,11.082,1.6790909090909092
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000646,increased_dwell_to_make_energy_feasible,13.899,17.954,2.7203030303030307
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000651,increased_dwell_to_make_energy_feasible,3.515,18.423,2.791363636363636
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000657,increased_dwell_to_make_energy_feasible,0.699,14.058,2.13
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000659,increased_dwell_to_make_energy_feasible,8.063,6.29,0.9530303030303031
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000660,increased_dwell_to_make_energy_feasible,9.885,10.286,1.5584848484848486
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000661,increased_dwell_to_make_energy_feasible,0.756,12.886,1.9524242424242424
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000674,increased_dwell_to_make_energy_feasible,12.829,10.833,1.6413636363636366
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000675,increased_dwell_to_make_energy_feasible,6.558,16.746,2.537272727272727
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000676,increased_dwell_to_make_energy_feasible,13.977,18.161,2.751666666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000677,increased_dwell_to_make_energy_feasible,3.819,16.528,2.5042424242424244
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000678,increased_dwell_to_make_energy_feasible,11.429,14.785,2.2401515151515152
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000686,increased_dwell_to_make_energy_feasible,13.903,4.893,0.7413636363636363
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000688,increased_dwell_to_make_energy_feasible,13.893,10.893,1.6504545454545456
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000689,increased_dwell_to_make_energy_feasible,3.802,10.116,1.5327272727272727
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000695,increased_dwell_to_make_energy_feasible,5.83,4.036,0.6115151515151515
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000698,increased_dwell_to_make_energy_feasible,4.672,8.257,1.251060606060606
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000703,increased_dwell_to_make_energy_feasible,2.929,11.983,1.815606060606061
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000723,increased_dwell_to_make_energy_feasible,5.835,29.99,4.543939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000725,increased_dwell_to_make_energy_feasible,5.89,13.396,2.0296969696969698
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000726,increased_dwell_to_make_energy_feasible,6.641,13.937,2.111666666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000736,increased_dwell_to_make_energy_feasible,9.649,11.099,1.6816666666666669
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000738,increased_dwell_to_make_energy_feasible,5.163,14.579,2.208939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000746,increased_dwell_to_make_energy_feasible,3.986,15.439,2.3392424242424243
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000750,increased_dwell_to_make_energy_feasible,10.444,11.168,1.6921212121212121
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000754,increased_dwell_to_make_energy_feasible,12.168,4.735,0.7174242424242425
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000760,increased_dwell_to_make_energy_feasible,4.509,13.877,2.102575757575758
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000769,increased_dwell_to_make_energy_feasible,2.525,6.723,1.0186363636363636
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000770,increased_dwell_to_make_energy_feasible,5.177,9.014,1.3657575757575757
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000777,increased_dwell_to_make_energy_feasible,12.269,18.201,2.757727272727273
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000785,increased_dwell_to_make_energy_feasible,13.884,12.411,1.8804545454545456
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000801,increased_dwell_to_make_energy_feasible,13.721,15.232,2.307878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000805,increased_dwell_to_make_energy_feasible,10.27292562725841,13.878,2.102727272727273
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000806,increased_dwell_to_make_energy_feasible,14.005,7.253,1.098939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000825,increased_dwell_to_make_energy_feasible,6.787,14.219,2.1543939393939393
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000829,increased_dwell_to_make_energy_feasible,13.256,3.236,0.49030303030303035
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000841,increased_dwell_to_make_energy_feasible,3.765,12.597,1.9086363636363637
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000843,increased_dwell_to_make_energy_feasible,10.853,13.913,2.1080303030303034
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000846,increased_dwell_to_make_energy_feasible,13.886,5.554590555555556,0.8416046296296298
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000855,increased_dwell_to_make_energy_feasible,10.174,8.681,1.3153030303030302
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000869,increased_dwell_to_make_energy_feasible,10.434,11.681,1.7698484848484848
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000874,increased_dwell_to_make_energy_feasible,1.24,13.99,2.1196969696969696
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000878,increased_dwell_to_make_energy_feasible,3.871,11.891,1.8016666666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000882,increased_dwell_to_make_energy_feasible,5.104,9.244,1.4006060606060606
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000886,increased_dwell_to_make_energy_feasible,3.218,6.907,1.0465151515151516
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000888,increased_dwell_to_make_energy_feasible,0.945,15.935,2.4143939393939395
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000896,increased_dwell_to_make_energy_feasible,9.677,11.034,1.671818181818182
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000904,increased_dwell_to_make_energy_feasible,5.379,13.985,2.118939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000934,increased_dwell_to_make_energy_feasible,0.588,11.217,1.6995454545454547
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000935,increased_dwell_to_make_energy_feasible,13.896,13.196,1.9993939393939395
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000943,increased_dwell_to_make_energy_feasible,1.145,38.76,5.872727272727273
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000945,increased_dwell_to_make_energy_feasible,8.764,13.879,2.102878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000955,increased_dwell_to_make_energy_feasible,6.325,11.068,1.676969696969697
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000959,increased_dwell_to_make_energy_feasible,4.119,34.095,5.165909090909091
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000968,increased_dwell_to_make_energy_feasible,5.121,8.809,1.3346969696969697
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000981,increased_dwell_to_make_energy_feasible,2.605109020309452,6.432,0.9745454545454546
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000982,increased_dwell_to_make_energy_feasible,24.273,11.608,1.758787878787879
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000983,increased_dwell_to_make_energy_feasible,15.284,13.917,2.108636363636364
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000986,increased_dwell_to_make_energy_feasible,4.019,15.275,2.3143939393939394
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000992,increased_dwell_to_make_energy_feasible,7.708,16.86,2.5545454545454547
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0000999,increased_dwell_to_make_energy_feasible,13.196,13.919,2.1089393939393943
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001007,increased_dwell_to_make_energy_feasible,4.552,5.861,0.8880303030303031
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001017,increased_dwell_to_make_energy_feasible,13.229,10.439,1.5816666666666668
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001021,increased_dwell_to_make_energy_feasible,1.107,6.811,1.031969696969697
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001024,increased_dwell_to_make_energy_feasible,2.521,39.911,6.047121212121213
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001032,increased_dwell_to_make_energy_feasible,4.687035543607725,24.056,3.644848484848485
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001036,increased_dwell_to_make_energy_feasible,13.196,12.314,1.865757575757576
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001037,increased_dwell_to_make_energy_feasible,4.562,4.81,0.7287878787878788
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001044,increased_dwell_to_make_energy_feasible,6.003,13.893,2.1050000000000004
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001049,increased_dwell_to_make_energy_feasible,10.867,5.496,0.8327272727272729
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001050,increased_dwell_to_make_energy_feasible,6.969,13.901,2.1062121212121214
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001066,increased_dwell_to_make_energy_feasible,9.431,19.453,2.9474242424242423
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001072,increased_dwell_to_make_energy_feasible,8.944,13.913,2.1080303030303034
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001076,increased_dwell_to_make_energy_feasible,8.535,12.195,1.8477272727272729
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001089,increased_dwell_to_make_energy_feasible,3.773,14.760188172050436,2.236392147280369
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001091,increased_dwell_to_make_energy_feasible,9.778,13.901,2.1062121212121214
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001097,increased_dwell_to_make_energy_feasible,13.89,14.552951015528256,2.204992578110342
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001101,increased_dwell_to_make_energy_feasible,1.007,6.15,0.9318181818181819
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001107,increased_dwell_to_make_energy_feasible,1.381,11.146,1.688787878787879
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001114,increased_dwell_to_make_energy_feasible,12.19,12.983,1.9671212121212123
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001117,increased_dwell_to_make_energy_feasible,9.345,13.88,2.1030303030303035
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001120,increased_dwell_to_make_energy_feasible,13.895,13.508,2.046666666666667
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001122,increased_dwell_to_make_energy_feasible,13.994,12.66,1.9181818181818182
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001126,increased_dwell_to_make_energy_feasible,6.506,6.866,1.0403030303030303
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001129,increased_dwell_to_make_energy_feasible,7.723838112300514,7.45,1.128787878787879
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001130,increased_dwell_to_make_energy_feasible,2.72,15.284,2.315757575757576
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001132,increased_dwell_to_make_energy_feasible,23.303,8.499,1.2877272727272728
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001136,increased_dwell_to_make_energy_feasible,6.473118279568481,6.16,0.9333333333333335
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001139,increased_dwell_to_make_energy_feasible,5.159,5.367,0.8131818181818182
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001141,increased_dwell_to_make_energy_feasible,9.774,8.61,1.3045454545454545
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001145,increased_dwell_to_make_energy_feasible,14.255,13.89,2.104545454545455
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001146,increased_dwell_to_make_energy_feasible,10.038,16.266,2.4645454545454544
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001150,increased_dwell_to_make_energy_feasible,2.623,10.927,1.6556060606060605
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001170,increased_dwell_to_make_energy_feasible,0.928,8.540825866187602,1.2940645251799396
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001174,increased_dwell_to_make_energy_feasible,6.686,12.643,1.9156060606060608
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001175,increased_dwell_to_make_energy_feasible,4.504,13.877,2.102575757575758
Arroyo_Garage_01,11D_SYN_Arroyo_Garage_01_0001179,increased_dwell_to_make_energy_feasible,2.101,13.793,2.089848484848485
